t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),fO2_solid(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),phi(mass_frac),p_H2S(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_N2(bar)
2.3550070000e+07,1.7081258278e+03,1.7285198509e+03,1.1191500000e+00,4.0323206394e+02,6.0425456929e+02,9.0934905582e-02,3.5727967850e-06,3.5727967850e-06,1.0000000000e-02,0.0000000000e+00,1.5356602701e+18,1.3751700526e+20,0.0000000000e+00,2.4564591830e+20,1.3455737731e+20,1.4149794186e+21,3.5786023914e+02,3.0197749728e+02,5.0383986096e+01,2.0143298049e+00,3.4844222194e+00,1.7029396523e-07,3.5727967850e-06,2.1575613110e-02,6.2365902624e+06,5.8076667855e+06,9.9999950918e+21,7.2545278542e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.3851430000e+07,1.7081248581e+03,1.7276876606e+03,9.1564480000e-01,4.0347604837e+02,6.0433155837e+02,9.0712176227e-02,3.5727967850e-06,3.5727967850e-06,1.0000000000e-02,0.0000000000e+00,1.5140741129e+18,1.3611347764e+20,0.0000000000e+00,2.4454174312e+20,1.3426710987e+20,1.4090349209e+21,3.5623998967e+02,3.0096573132e+02,4.9810119948e+01,1.9913868864e+00,3.4727477740e+00,1.6722810035e-07,3.5727967850e-06,2.1549812004e-02,6.2369606426e+06,5.8076667855e+06,9.9999950465e+21,7.2340477377e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4333606000e+07,1.7071988614e+03,1.7249830763e+03,1.1095730000e+00,4.0308357025e+02,6.0445051413e+02,8.9982275756e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.4719958998e+18,1.3388476251e+20,0.0000000000e+00,2.4212323620e+20,1.3444562657e+20,1.4046343073e+21,3.5487162565e+02,3.0058535198e+02,4.8870565421e+01,1.9502864688e+00,3.4654181070e+00,1.6430843310e-07,3.5105144526e-06,2.1493790483e-02,6.2374819872e+06,5.8277204333e+06,9.9999949319e+21,7.1670338335e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.4719347000e+07,1.7071911852e+03,1.7253967350e+03,6.3712450000e-01,4.0467270532e+02,6.0453789406e+02,9.0094689829e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.4512302763e+18,1.3210515003e+20,0.0000000000e+00,2.4120349649e+20,1.3355744611e+20,1.3930160118e+21,3.5184123722e+02,2.9830605651e+02,4.8173565530e+01,1.9224711685e+00,3.4391403402e+00,1.5951803748e-07,3.5105144526e-06,2.1472659768e-02,6.2372229255e+06,5.8277204333e+06,9.9999949330e+21,7.1670338335e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5027939000e+07,1.7071890888e+03,1.7446375900e+03,2.1723620000e+00,4.0513658874e+02,6.0460779780e+02,8.9255705410e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.4322532124e+18,1.3068932201e+20,0.0000000000e+00,2.4026104084e+20,1.3304932316e+20,1.3853300280e+21,3.4980276102e+02,2.9687106839e+02,4.7609145698e+01,1.8999467645e+00,3.4225965073e+00,1.5613598378e-07,3.5105144526e-06,2.1450977313e-02,6.2375879832e+06,5.7277445917e+06,9.9999940108e+21,7.1562632398e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5274813000e+07,1.7072007732e+03,1.7374837716e+03,2.5916570000e+00,4.0284797116e+02,6.0466372091e+02,8.7515425926e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3828784768e+18,1.2959488598e+20,0.0000000000e+00,2.3657665654e+20,1.3556924175e+20,1.4022405075e+21,3.5369219789e+02,3.0131515652e+02,4.7026510322e+01,1.8766954294e+00,3.4738319497e+00,1.5887719824e-07,3.5105144526e-06,2.1367400411e-02,6.2389317902e+06,5.7676472193e+06,9.9999944114e+21,6.9943649964e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5472312000e+07,1.7071972367e+03,1.7389793518e+03,2.5478860000e-01,4.0358270811e+02,6.0470845937e+02,8.7880290509e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3727926529e+18,1.2870206950e+20,0.0000000000e+00,2.3610569672e+20,1.3509567514e+20,1.3961922354e+21,3.5211938928e+02,3.0011667749e+02,4.6679832807e+01,1.8628605073e+00,3.4600148062e+00,1.5645390817e-07,3.5105144526e-06,2.1357015435e-02,6.2388244137e+06,5.7676472193e+06,9.9999944961e+21,6.9943649964e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5630311000e+07,1.7071981592e+03,1.7384134756e+03,9.6207310000e-01,4.0342095324e+02,6.0474425006e+02,8.7742304756e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3647429863e+18,1.2798920058e+20,0.0000000000e+00,2.3572814652e+20,1.3471649327e+20,1.3913546569e+21,3.5086158675e+02,2.9915762806e+02,4.6403177037e+01,1.8518199556e+00,3.4489580224e+00,1.5453424792e-07,3.5105144526e-06,2.1348687960e-02,6.2393104277e+06,5.7676472193e+06,9.9999945887e+21,6.9943649964e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5758563000e+07,1.7071955784e+03,1.7383178199e+03,7.7756960000e-01,4.0395499742e+02,6.0477330233e+02,8.7718971504e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3582190264e+18,1.2741125245e+20,0.0000000000e+00,2.3542106256e+20,1.3440838448e+20,1.3874272265e+21,3.4984054207e+02,2.9837870816e+02,4.6178979449e+01,1.8428728620e+00,3.4399779337e+00,1.5298781925e-07,3.5105144526e-06,2.1341913036e-02,6.2392286524e+06,5.7676472193e+06,9.9999946456e+21,6.9943649964e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.5887456000e+07,1.7071928825e+03,1.7371626969e+03,1.2937330000e+00,4.0451276482e+02,6.0480249980e+02,8.7437021837e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3500890586e+18,1.2683275741e+20,0.0000000000e+00,2.3497258012e+20,1.3423802581e+20,1.3845790941e+21,3.4907754282e+02,2.9786193541e+02,4.5947931259e+01,1.8336523802e+00,3.4340201129e+00,1.5169555018e-07,3.5105144526e-06,2.1331987880e-02,6.2391138299e+06,5.7676472193e+06,9.9999946897e+21,6.9870937941e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6016993000e+07,1.7071958937e+03,1.7348828521e+03,1.8329080000e+00,4.0393295593e+02,6.0483184316e+02,8.6879454917e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3323519104e+18,1.2626204920e+20,0.0000000000e+00,2.3366863895e+20,1.3491916460e+20,1.3884317837e+21,3.4991820087e+02,2.9896906313e+02,4.5679413414e+01,1.8229365901e+00,3.4467840764e+00,1.5193222009e-07,3.5105144526e-06,2.1303182347e-02,6.2395498277e+06,5.7876423828e+06,9.9999960793e+21,6.9354428080e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6147178000e+07,1.7071982441e+03,1.7338134411e+03,1.2306400000e+00,4.0348343166e+02,6.0486133330e+02,8.6617354176e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3206418589e+18,1.2568522610e+20,0.0000000000e+00,2.3288876149e+20,1.3507015633e+20,1.3881091942e+21,3.4975944213e+02,2.9906407102e+02,4.5434331959e+01,1.8131560803e+00,3.4478794127e+00,1.5121312655e-07,3.5105144526e-06,2.1286130288e-02,6.2400388047e+06,5.7876423828e+06,9.9999960505e+21,6.9111974686e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6278014000e+07,1.7071951880e+03,1.7337068263e+03,7.6058780000e-01,4.0411321833e+02,6.0489097090e+02,8.6591204509e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.3136439356e+18,1.2510239444e+20,0.0000000000e+00,2.3252858818e+20,1.3479645742e+20,1.3844389683e+21,3.4879921906e+02,2.9834846524e+02,4.5207035565e+01,1.8040853221e+00,3.4396292661e+00,1.4973747660e-07,3.5105144526e-06,2.1278313692e-02,6.2399177585e+06,5.7876423828e+06,9.9999960354e+21,6.9087796553e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6487352000e+07,1.7071968933e+03,1.7315098293e+03,1.3718150000e+00,4.0380548472e+02,6.0493839117e+02,8.6051449628e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.2927342108e+18,1.2418110403e+20,0.0000000000e+00,2.3106284513e+20,1.3524699016e+20,1.3855663736e+21,3.4893850306e+02,2.9889748597e+02,4.4806936077e+01,1.7881184797e+00,3.4459588706e+00,1.4895896177e-07,3.5105144526e-06,2.1246457601e-02,6.2403338352e+06,5.7876423828e+06,9.9999960091e+21,6.8589221974e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6654822000e+07,1.7071977437e+03,1.7306377737e+03,1.0307430000e+00,4.0366098324e+02,6.0497632728e+02,8.5836687406e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.2804145003e+18,1.2344381809e+20,0.0000000000e+00,2.3027738808e+20,1.3521604355e+20,1.3833970959e+21,3.4831539167e+02,2.9859139075e+02,4.4505479147e+01,1.7760881836e+00,3.4424299298e+00,1.4765389535e-07,3.5105144526e-06,2.1229557161e-02,6.2407658466e+06,5.8076667855e+06,9.9999959771e+21,6.8391093090e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6788798000e+07,1.7071956380e+03,1.7302964215e+03,8.6066080000e-01,4.0410019043e+02,6.0500511313e+02,8.5752530969e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.2723128308e+18,1.2285397004e+20,0.0000000000e+00,2.2980556909e+20,1.3503288932e+20,1.3804189104e+21,3.4751968295e+02,2.9804504492e+02,4.4271742786e+01,1.7667604245e+00,3.4361311640e+00,1.4634143022e-07,3.5105144526e-06,2.1219454900e-02,6.2406883256e+06,5.8076667855e+06,9.9999959615e+21,6.8313492213e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.6922842000e+07,1.7071978411e+03,1.7290637153e+03,1.2818110000e+00,4.0367914252e+02,6.0503262201e+02,8.5448157826e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.2600257927e+18,1.2226919280e+20,0.0000000000e+00,2.2893964435e+20,1.3524256082e+20,1.3805359130e+21,3.4746493085e+02,2.9824712130e+02,4.4022529969e+01,1.7568150437e+00,3.4384608821e+00,1.4571504121e-07,3.5105144526e-06,2.1200922216e-02,6.2411396595e+06,5.8076667855e+06,9.9999959443e+21,6.8033022320e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7057556000e+07,1.7071952290e+03,1.7287507374e+03,8.4120030000e-01,4.0421879567e+02,6.0506026839e+02,8.5370754896e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.2521170339e+18,1.2167898663e+20,0.0000000000e+00,2.2847788188e+20,1.3504274540e+20,1.3774260753e+21,3.4663768580e+02,2.9766861671e+02,4.3789748676e+01,1.7475253986e+00,3.4317913612e+00,1.4438278537e-07,3.5105144526e-06,2.1191108174e-02,6.2410653089e+06,5.8076667855e+06,9.9999959233e+21,6.7961746411e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7192944000e+07,1.7071979318e+03,1.7273238796e+03,1.3636130000e+00,4.0369822535e+02,6.0508805308e+02,8.5017161978e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.2389914509e+18,1.2109218087e+20,0.0000000000e+00,2.2752028937e+20,1.3533451732e+20,1.3781819014e+21,3.4673542648e+02,2.9802535906e+02,4.3536731372e+01,1.7374281914e+00,3.4359042076e+00,1.4389282021e-07,3.5105144526e-06,2.1170763431e-02,6.2415230493e+06,5.8076667855e+06,9.9999959007e+21,6.7636388888e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7409565000e+07,1.7071921728e+03,1.7268652179e+03,8.2304870000e-01,4.0487793758e+02,6.0513250865e+02,8.4903227265e-02,3.5105144526e-06,3.5105144526e-06,1.0000000000e-02,0.0000000000e+00,1.2266479086e+18,1.2014815413e+20,0.0000000000e+00,2.2679636395e+20,1.3498958833e+20,1.3730090543e+21,3.4536473760e+02,2.9705126999e+02,4.3166150571e+01,1.7226393566e+00,3.4246740333e+00,1.4173692708e-07,3.5105144526e-06,2.1155486560e-02,6.2413549699e+06,5.8076667855e+06,9.9999958644e+21,6.7531636153e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7582862000e+07,1.7056046424e+03,1.7233776103e+03,1.9748500000e+00,4.0251791050e+02,6.0516807315e+02,8.4030934789e-02,3.4055862525e-06,3.4055862525e-06,1.0000000000e-02,0.0000000000e+00,1.2024682510e+18,1.1940960798e+20,0.0000000000e+00,2.2481910822e+20,1.3610990170e+20,1.3799048778e+21,3.4690846373e+02,2.9894069902e+02,4.2822741038e+01,1.7036008928e+00,3.4414192310e+00,1.4338021089e-07,3.4055862525e-06,2.1114459449e-02,6.2419789635e+06,5.8277204333e+06,9.9999958057e+21,6.6730993234e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7721499000e+07,1.7056019340e+03,1.7248329395e+03,1.0000000000e-08,4.0307684430e+02,6.0519652460e+02,8.4396389308e-02,3.4055862525e-06,3.4055862525e-06,1.0000000000e-02,0.0000000000e+00,1.1961099099e+18,1.1881033896e+20,0.0000000000e+00,2.2448680412e+20,1.3575187709e+20,1.3755299809e+21,3.4577739107e+02,2.9805762635e+02,4.2594006676e+01,1.6945012403e+00,3.4312532574e+00,1.4177303367e-07,3.4055862525e-06,2.1107608834e-02,6.2418860408e+06,5.8277204333e+06,9.9999957603e+21,6.6730993234e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7860207000e+07,1.7055992230e+03,1.7260411300e+03,1.2797360000e-01,4.0363630914e+02,6.0522499063e+02,8.4698119871e-02,3.4055862525e-06,3.4055862525e-06,1.0000000000e-02,0.0000000000e+00,1.1897595365e+18,1.1821164926e+20,0.0000000000e+00,2.2415383165e+20,1.3539353494e+20,1.3711541064e+21,3.4464616660e+02,2.9717408773e+02,4.2365579587e+01,1.6854138119e+00,3.4210819198e+00,1.4017794514e-07,3.4055862525e-06,2.1100738393e-02,6.2417953195e+06,5.8277204333e+06,9.9999957826e+21,6.6730993234e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.7999608000e+07,1.7055956240e+03,1.7260825619e+03,6.7016310000e-01,4.0437347801e+02,6.0525359889e+02,8.4708444293e-02,3.4055862525e-06,3.4055862525e-06,1.0000000000e-02,0.0000000000e+00,1.1833887517e+18,1.1761086202e+20,0.0000000000e+00,2.2381869158e+20,1.3503326746e+20,1.3667576453e+21,3.4350972194e+02,2.9628612175e+02,4.2136439036e+01,1.6762980001e+00,3.4108596140e+00,1.3858783485e-07,3.4055862525e-06,2.1093817043e-02,6.2417183639e+06,5.8277204333e+06,9.9999958158e+21,6.6730993234e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8139706000e+07,1.7055965616e+03,1.7245429093e+03,1.3899810000e+00,4.0420415188e+02,6.0528235021e+02,8.4323751195e-02,3.4055862525e-06,3.4055862525e-06,1.0000000000e-02,0.0000000000e+00,1.1769975295e+18,1.1700797192e+20,0.0000000000e+00,2.2348136205e+20,1.3467105917e+20,1.3623404623e+21,3.4236802395e+02,2.9539369635e+02,4.1906584303e+01,1.6671537763e+00,3.4005859714e+00,1.3700277740e-07,3.4055862525e-06,2.1086844220e-02,6.2422203663e+06,5.8277204333e+06,9.9999958192e+21,6.6730993234e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8280504000e+07,1.7055928353e+03,1.7233961403e+03,1.2024610000e+00,4.0496691352e+02,6.0531124514e+02,8.4035604522e-02,3.4055862525e-06,3.4055862525e-06,1.0000000000e-02,0.0000000000e+00,1.1705837128e+18,1.1640277255e+20,0.0000000000e+00,2.2314170788e+20,1.3430677330e+20,1.3579009449e+21,3.4122065782e+02,2.9449648099e+02,4.1675938041e+01,1.6579780634e+00,3.3902571863e+00,1.3542232442e-07,3.4055862525e-06,2.1079817006e-02,6.2421477695e+06,5.8277204333e+06,9.9999957907e+21,6.6730993234e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8422007000e+07,1.7028645641e+03,1.7206274180e+03,1.9477170000e+00,4.0265592283e+02,6.0534028478e+02,8.3330524213e-02,3.2326358314e-06,3.2326358314e-06,1.0000000000e-02,0.0000000000e+00,1.1518264950e+18,1.1580778989e+20,0.0000000000e+00,2.2155449030e+20,1.3518585120e+20,1.3633038229e+21,3.4242698140e+02,2.9598136353e+02,4.1408292029e+01,1.6385134432e+00,3.3988090343e+00,1.3751852391e-07,3.2326358314e-06,2.1047735490e-02,6.2419407654e+06,5.8478033329e+06,9.9999957295e+21,6.6089925786e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8564217000e+07,1.7028618178e+03,1.7220701330e+03,1.0000000000e-08,4.0322285811e+02,6.0536946952e+02,8.3700076426e-02,3.2326358314e-06,3.2326358314e-06,1.0000000000e-02,0.0000000000e+00,1.1454775225e+18,1.1520134815e+20,0.0000000000e+00,2.2121202072e+20,1.3481299208e+20,1.3587935533e+21,3.4126252515e+02,2.9506703976e+02,4.1177780176e+01,1.6293921598e+00,3.3883096844e+00,1.3590939577e-07,3.2326358314e-06,2.1040749342e-02,6.2418545234e+06,5.8277204333e+06,9.9999956789e+21,6.6089925786e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8707138000e+07,1.7028580846e+03,1.7232005567e+03,1.6355720000e-01,4.0398725123e+02,6.0539880016e+02,8.3986291199e-02,3.2326358314e-06,3.2326358314e-06,1.0000000000e-02,0.0000000000e+00,1.1391085222e+18,1.1459281425e+20,0.0000000000e+00,2.2086730140e+20,1.3443812869e+20,1.3542620909e+21,3.4009270450e+02,2.9414813799e+02,4.0946562435e+01,1.6202429445e+00,3.3777577645e+00,1.3430581177e-07,3.2326358314e-06,2.1033710663e-02,6.2417785316e+06,5.8277204333e+06,9.9999957033e+21,6.6089925786e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8850773000e+07,1.7028581428e+03,1.7226867877e+03,9.1020180000e-01,4.0399439476e+02,6.0542827731e+02,8.3856478861e-02,3.2326358314e-06,3.2326358314e-06,1.0000000000e-02,0.0000000000e+00,1.1327195367e+18,1.1398218934e+20,0.0000000000e+00,2.2052031260e+20,1.3406124842e+20,1.3497093396e+21,3.3891749664e+02,2.9322463384e+02,4.0714640572e+01,1.6110658673e+00,3.3671529947e+00,1.3270786490e-07,3.2326358314e-06,2.1026618928e-02,6.2422370080e+06,5.8277204333e+06,9.9999957301e+21,6.6089925786e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.8995127000e+07,1.7028543275e+03,1.7221879158e+03,8.9856710000e-01,4.0477536404e+02,6.0545790205e+02,8.3730004581e-02,3.2326358314e-06,3.2326358314e-06,1.0000000000e-02,0.0000000000e+00,1.1263086001e+18,1.1336928245e+20,0.0000000000e+00,2.2017092472e+20,1.3368221968e+20,1.3451337681e+21,3.3773650833e+02,2.9229621166e+02,4.0481943449e+01,1.6018581134e+00,3.3564917501e+00,1.3111515076e-07,3.2326358314e-06,2.1019471357e-02,6.2421575086e+06,5.8277204333e+06,9.9999957327e+21,6.6089925786e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9140203000e+07,1.7022332235e+03,1.7200051557e+03,1.6616300000e+00,4.0502624512e+02,6.0548767495e+02,8.3167633653e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.1171005080e+18,1.1275706315e+20,0.0000000000e+00,2.1953144477e+20,1.3358892801e+20,1.3428153126e+21,3.3709505847e+02,2.9191411138e+02,4.0240381505e+01,1.5903640451e+00,3.3501982096e+00,1.3033899920e-07,3.1946618029e-06,2.1006518083e-02,6.2419150777e+06,5.8478033329e+06,9.9999957003e+21,6.5941083941e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9286004000e+07,1.7022339248e+03,1.7450841767e+03,1.8935500000e+00,4.0490483212e+02,6.0551759662e+02,8.3328475678e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.1106751677e+18,1.1214073788e+20,0.0000000000e+00,2.1917784798e+20,1.3320472103e+20,1.3381901236e+21,3.3590172170e+02,2.9097450323e+02,4.0006672987e+01,1.5811275118e+00,3.3394146489e+00,1.2874916476e-07,3.1946618029e-06,2.0999297461e-02,6.2424162841e+06,5.7277445917e+06,9.9999948518e+21,6.5941083941e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9432534000e+07,1.7022300070e+03,1.7426081397e+03,1.7533030000e+00,4.0570466014e+02,6.0554484012e+02,8.2772693954e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.1042280933e+18,1.1152213777e+20,0.0000000000e+00,2.1882179362e+20,1.3281832230e+20,1.3335417930e+21,3.3470252866e+02,2.9002989512e+02,3.9772195916e+01,1.5718606040e+00,3.3285737053e+00,1.2716488836e-07,3.1946618029e-06,2.0992019583e-02,6.2423417925e+06,5.7476812902e+06,9.9999953831e+21,6.5941083941e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9579797000e+07,1.7022343806e+03,1.7380317752e+03,2.5368670000e+00,4.0485226497e+02,6.0557172905e+02,8.1742126079e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.0840699932e+18,1.1091517297e+20,0.0000000000e+00,2.1702837732e+20,1.3386486080e+20,1.3401666477e+21,3.3620103912e+02,2.9180483987e+02,3.9486675410e+01,1.5605763784e+00,3.3489441379e+00,1.2780200421e-07,3.1946618029e-06,2.0955370682e-02,6.2427431584e+06,5.7676472193e+06,9.9999956296e+21,6.5201437227e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.9815417000e+07,1.7022413982e+03,1.7341526233e+03,1.6621370000e+00,4.0348196901e+02,6.0561475122e+02,8.0864880610e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.0590740079e+18,1.0994419082e+20,0.0000000000e+00,2.1486549287e+20,1.3482568720e+20,1.3451676796e+21,3.3725970373e+02,2.9329013087e+02,3.9059870839e+01,1.5437083811e+00,3.3659903137e+00,1.2771085567e-07,3.1946618029e-06,2.0911936633e-02,6.2436812913e+06,5.7876423828e+06,9.9999968293e+21,6.4387985910e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0003913000e+07,1.7022365948e+03,1.7355838318e+03,2.5860400000e-01,4.0446309803e+02,6.0564916897e+02,8.1188972845e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.0511637096e+18,1.0916209826e+20,0.0000000000e+00,2.1440999486e+20,1.3431239662e+20,1.3390964862e+21,3.3569709416e+02,2.9204794472e+02,3.8765343746e+01,1.5320682008e+00,3.3517341690e+00,1.2567649527e-07,3.1946618029e-06,2.0902946217e-02,6.2435934502e+06,5.7676472193e+06,9.9999958291e+21,6.4387985910e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0154710000e+07,1.7022325886e+03,1.7342323515e+03,1.2192970000e+00,4.0528070365e+02,6.0567670316e+02,8.0882948901e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.0448509708e+18,1.0853772814e+20,0.0000000000e+00,2.1404487395e+20,1.3390152910e+20,1.3342410948e+21,3.3444756487e+02,2.9105412895e+02,3.8530324258e+01,1.5227798558e+00,3.3403284860e+00,1.2406586459e-07,3.1946618029e-06,2.0895736140e-02,6.2435188687e+06,5.7876423828e+06,9.9999969018e+21,6.4387985910e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0305584000e+07,1.7022366960e+03,1.7307694840e+03,2.0205300000e+00,4.0448176238e+02,6.0570425146e+02,8.0096628008e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.0258622095e+18,1.0792680094e+20,0.0000000000e+00,2.1228359345e+20,1.3488569078e+20,1.3403661877e+21,3.3582599339e+02,2.9270534470e+02,3.8249678165e+01,1.5116882747e+00,3.3592789233e+00,1.2456361504e-07,3.1946618029e-06,2.0860956604e-02,6.2439256380e+06,5.8076667855e+06,9.9999969064e+21,6.3677791904e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0546982000e+07,1.7022369947e+03,1.7285996088e+03,1.1990630000e+00,4.0445246319e+02,6.0574832863e+02,7.9602012452e-02,3.1946618029e-06,3.1946618029e-06,1.0000000000e-02,0.0000000000e+00,1.0079361394e+18,1.0694424184e+20,0.0000000000e+00,2.1079928186e+20,1.3511960737e+20,1.3396336543e+21,3.3551179982e+02,2.9280657892e+02,3.7848926885e+01,1.4958499451e+00,3.3604407537e+00,1.2334380584e-07,3.1946618029e-06,2.0832044916e-02,6.2443196840e+06,5.8076667855e+06,9.9999968705e+21,6.3221617493e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
